Retention Time,PC1,PC2,PC3
2.5,0.009182067118021924,-0.01249136339155813,0.02037287527562998
2.5016681521093287,0.009069036969313124,-0.012462188949576774,0.020810284800771107
2.5033363042186574,0.00897732191726439,-0.012554401294660187,0.02092092221991303
2.5050044563279856,0.008794134836957871,-0.012544940214377114,0.02130725879852783
2.5066726084373143,0.008560343933932436,-0.012318408090898587,0.02228178429561076
2.508340760546643,0.008516908124031495,-0.011868312002001035,0.0232163610025418
2.5100089126559713,0.00858099185053652,-0.011401082229560083,0.023615692465713073
2.5116770647653,0.00853041308961666,-0.011142558808610478,0.02392741548928769
2.5133452168746286,0.00845612580550547,-0.010977240468914337,0.02449635815784062
2.5150133689839573,0.0085718704540449,-0.010770062506950829,0.024949971763771044
2.516681521093286,0.008781314657473942,-0.010533132416544001,0.025019110577351147
2.5183496732026143,0.008798114484983785,-0.010402178469282588,0.025217477356929315
2.520017825311943,0.00864690252440497,-0.010417038088918446,0.02552504163479546
2.5216859774212717,0.008699976564405293,-0.010302486592083573,0.02567118202654727
2.5233541295306,0.008915695784831805,-0.010108717839681884,0.025688705925622436
2.5250222816399286,0.00907536065724193,-0.010091405415649938,0.02550118262249733
2.5266904337492573,0.009102577849115823,-0.010092573973222992,0.025487503007944768
2.528358585858586,0.009073833217388371,-0.0100114621154264,0.025659992578676783
2.5300267379679147,0.0090612063387074,-0.010037017588181655,0.025312040168380474
2.531694890077243,0.009016297592574444,-0.01004634157674185,0.024885388864152362
2.5333630421865716,0.008992920896036568,-0.009948398284542597,0.024565577901683493
2.5350311942959003,0.009046205636673639,-0.009738498247483464,0.024499530365711463
2.5366993464052285,0.009088696708814091,-0.00980566367314131,0.024421821511406327
2.5383674985145572,0.00902578084658033,-0.01009395348228829,0.024385743210961715
2.540035650623886,0.008981914334506604,-0.010166851706379652,0.024635262097021278
2.5417038027332146,0.008983527538330476,-0.010011538938983698,0.02514058628655278
2.5433719548425433,0.008968444199613075,-0.009844808649894206,0.025757480652596743
2.5450401069518716,0.008909049471575264,-0.00975406999623598,0.02639672285386737
2.5467082590612002,0.008842745147712317,-0.009708954482021923,0.02681525303219787
2.548376411170529,0.008772221585051426,-0.009654504154032437,0.02707629156526636
2.550044563279857,0.008725337679943808,-0.009650266248829175,0.027190673032306815
2.551712715389186,0.00881983628255501,-0.009896584469698787,0.026820599294573953
2.5533808674985146,0.00913213483978113,-0.010431623350525962,0.02546666610135798
2.5550490196078433,0.009739995051088817,-0.011019145075353882,0.022431687538030667
2.556717171717172,0.01054489196905208,-0.01146420892328775,0.017004108420833167
2.5583853238265,0.011200372809170937,-0.011633729793453096,0.01041918363190753
2.560053475935829,0.011386314827851353,-0.011477318575380294,0.0048853679472534795
2.5617216280451576,0.011322207072147514,-0.011293781230837914,0.0009608775082170552
2.563389780154486,0.011257406196220772,-0.011246333470547485,-0.0016121360283656888
2.5650579322638145,0.011180744132171388,-0.011420180164966442,-0.0030315784291253065
2.566726084373143,0.011135377067402745,-0.011859676374274812,-0.0034084280365688758
2.568394236482472,0.01121224791877743,-0.012439737691206591,-0.0030897533174221417
2.5700623885918006,0.011305380774979615,-0.01294568487506916,-0.0025502983918739702
2.571730540701129,0.011262808972303645,-0.013183177331503362,-0.001453355635356103
2.5733986928104575,0.011107383579720357,-0.013013621111558937,0.00023630475182440165
2.575066844919786,0.010922378215623415,-0.012724198459702048,0.001979825717944761
2.5767349970291145,0.010700599055487207,-0.012510352473202306,0.003737170922083928
2.578403149138443,0.010374325629169017,-0.012295100650821046,0.0056233985695732
2.580071301247772,0.010040633398246021,-0.011949800896969667,0.007850083384968532
2.5817394533571005,0.009694281604493288,-0.01151487534279921,0.010298489745120747
2.5834076054664292,0.009322166716734338,-0.011308085987224863,0.012983380167055242
2.5850757575757575,0.008968091248337749,-0.01135279081909374,0.01577267282652439
2.586743909685086,0.008790949404122176,-0.011383217489389467,0.018247547052345298
2.588412061794415,0.008821715578851048,-0.011302239992021951,0.01999510422558744
2.590080213903743,0.00902977459697095,-0.01127101705281566,0.02131554288725727
