Retention Time,LD1,LD2,LD3,LD4,LD5
2.038333333333333,1.1673630604125458e-09,-1.5310023050236985e-09,1.5682685322874297e-10,4.5076370818004713e-10,8.341171230486395e-11
2.0399999999999996,1.3265969764360528e-09,-1.8980582154399765e-09,1.9347033591506987e-10,6.024888620057816e-10,1.3609197398898318e-10
2.0416666666666665,1.5590233127868665e-09,-2.245095594682435e-09,2.1953499605513984e-10,8.108174841539117e-10,2.5517377528642527e-10
2.043333333333333,1.8205250619369592e-09,-2.6030115147161715e-09,2.819382774107486e-10,1.0366788161672463e-09,3.082088056205696e-10
2.045,1.404414259886106e-09,-3.2440841789894205e-09,4.744568416352951e-10,1.1824522970595006e-09,3.568968667092461e-10
2.0466666666666664,-3.565950270817724e-09,-4.662070817930133e-09,2.1570853159615755e-09,1.1684854260975154e-09,7.635255110143724e-10
2.0483333333333333,-2.23767878599034e-08,-5.75036091635604e-09,9.086806104070645e-09,1.5837110312135095e-10,4.610299755752229e-10
2.05,-2.62869926761491e-08,-2.8129907606731773e-09,1.0633319478623526e-08,-4.5463922202898624e-10,-1.1975734076075721e-09
2.0516666666666663,-2.1604400367898637e-08,-1.2132433532932427e-09,8.484277052234192e-09,-3.830447566562023e-10,-7.11282540311984e-10
2.0533333333333332,-2.037210033492903e-08,-9.900528597529321e-10,7.41669212456953e-09,-4.007180720413505e-10,-2.924614255238947e-10
2.0549999999999997,-1.9132942277295407e-08,-1.545741350605998e-09,4.928185984194096e-09,6.014948715171597e-10,-1.2889290222488654e-09
2.0566666666666666,-4.414214657561505e-09,-1.6916180408402972e-09,-2.736049081422379e-09,2.5753273026413833e-09,-2.9715360174054755e-09
2.058333333333333,4.052955633355652e-09,-1.1827571809009966e-09,-4.957426368538449e-09,2.1688186710979946e-09,-2.284092256260231e-09
2.0599999999999996,5.351976974873863e-09,-9.852966534738757e-10,-4.845436050592482e-09,1.6584449389106757e-09,-1.7188213375985653e-09
2.0616666666666665,5.828185650920516e-09,-9.493825346409204e-10,-4.813752958033182e-09,1.528265142380215e-09,-1.5817215248560936e-09
2.063333333333333,6.545078451243056e-09,-1.0397170340688708e-09,-5.129269293071465e-09,1.5597046490536325e-09,-1.6225984194980697e-09
2.065,7.685262176552346e-09,-1.2355544438754537e-09,-5.9373314377713285e-09,1.7285761556562896e-09,-1.6565213555924298e-09
2.0666666666666664,9.196212215836972e-09,-1.426904556367995e-09,-6.992014762396524e-09,2.0418202535379656e-09,-1.9760941170984958e-09
2.068333333333333,1.0864277308907327e-08,-1.657658436648561e-09,-8.118010129154403e-09,2.4013799281163085e-09,-2.742094957275546e-09
2.07,1.3220118195163773e-08,-1.6142385850125638e-09,-9.724314831980076e-09,2.8318616679760292e-09,-3.5589317178449183e-09
2.0716666666666663,1.7140742704363848e-08,-1.2198646140432229e-09,-1.2354912466599708e-08,3.2195333918258204e-09,-4.522792998049628e-09
2.0733333333333333,2.1840752672358353e-08,-1.0326027881400804e-09,-1.543038873502105e-08,4.025109648819464e-09,-5.703162758280569e-09
2.0749999999999997,2.6496702633729603e-08,-1.5672388965750956e-09,-1.97637621470332e-08,4.705090500268932e-09,-6.228216962870291e-09
2.0766666666666667,3.2250703643037625e-08,-2.0672871223937802e-09,-2.6248470861776865e-08,4.782761424407089e-09,-7.729046394568926e-09
2.078333333333333,4.0734507163492445e-08,-1.2279184700313111e-09,-3.36010233585241e-08,7.935067461655637e-09,-1.1424245600552577e-08
2.0799999999999996,5.073535383950189e-08,1.437961125591822e-09,-4.5328884408943495e-08,9.868732774069423e-09,-2.0334045498261364e-08
2.0816666666666666,6.949316153524781e-08,9.416967750046964e-09,-5.941374322494901e-08,5.165140493390746e-09,-2.1980243265261335e-08
2.083333333333333,8.743207547439314e-08,1.8219952386285013e-08,-6.65771729197861e-08,8.724961693768148e-10,-1.9669532112357322e-08
2.085,9.341830736627496e-08,2.6858097110455792e-08,-7.183661265904619e-08,-1.4735159395504563e-09,-3.056657747591899e-08
2.0866666666666664,1.129454625447331e-07,3.807791313090896e-08,-8.238867391515078e-08,-2.2258110313270866e-08,-4.5824488704581266e-08
2.088333333333333,1.5456756933551362e-07,4.576833944996171e-08,-1.1229011507222829e-07,-4.469114969174798e-08,-6.004854268648426e-08
2.09,2.0255885377433013e-07,5.580641899581193e-08,-1.415359016759416e-07,-5.287403513128019e-08,-5.8969946938331334e-08
2.0916666666666663,2.516895135433127e-07,8.442821779248847e-08,-1.898050389322615e-07,-7.628848585011141e-08,-4.110371286403294e-08
2.0933333333333333,2.6080010885168266e-07,1.1004422053920793e-07,-2.2785475413723168e-07,-1.2814325245189065e-07,-4.668250443309791e-08
2.0949999999999998,2.3107160483029082e-07,1.4198392852092472e-07,-2.372427929060963e-07,-1.3917841044972021e-07,-1.2323058196830405e-07
2.0966666666666667,2.0671815950970063e-07,1.5148384885955534e-07,-2.1024388837181306e-07,-9.438010814104049e-08,-2.6959923603725533e-07
2.098333333333333,3.0147798432188815e-07,7.836060305737636e-08,-2.2112290839596972e-07,-1.0959103077584005e-07,-3.751137902930453e-07
2.0999999999999996,3.260143742485265e-07,-6.216130645481869e-09,-2.0019203141697243e-07,-2.0654735066043186e-07,-4.4307289260673565e-07
2.1016666666666666,2.0004053766965916e-07,-2.6885407409387765e-08,-1.887388111106631e-07,-2.8722035831578873e-07,-4.349511959807702e-07
2.103333333333333,1.3925861368459878e-07,-7.51405230472543e-08,-2.0772123789524683e-07,-3.1105416189924133e-07,-4.57459662022598e-07
2.105,3.348672769423893e-07,-9.516548676598444e-08,-1.9555130931578176e-07,-1.445916641570695e-07,-4.278016742047019e-07
2.1066666666666665,5.070895872515567e-07,-2.720951919262782e-08,-2.1255356458203058e-07,-4.9162064738401323e-08,-3.2572743681572074e-07
2.108333333333333,6.25541079109679e-07,3.799118914624159e-08,-1.7613587824343435e-07,4.6019088104735854e-08,-1.6833049138947163e-07
2.11,7.725359792842615e-07,6.506467754165834e-08,-1.0400621679627794e-07,5.632690697388232e-08,-4.092101662306266e-09
2.1116666666666664,4.919830221436286e-07,2.488170273157371e-07,-2.0196739871707336e-07,-6.861771105728154e-08,-5.7455413144596336e-08
2.1133333333333333,1.9374311934156754e-07,3.62608483739587e-07,-2.7600792059727794e-07,-1.4764243450383373e-07,8.261110372136772e-08
2.1149999999999998,1.2685986659408702e-07,3.424082322540022e-07,-2.947242444913503e-07,-1.3248593464887863e-07,4.159521309342705e-07
2.1166666666666663,1.4673260031745614e-07,3.26605217436924e-07,-2.901422321730739e-07,-5.572630063326128e-08,4.515662305554159e-07
2.118333333333333,8.494344450162804e-08,3.0372629314099417e-07,-2.9830356336943154e-07,-3.3045467208400786e-08,2.568702279209064e-07
2.1199999999999997,8.677749243850376e-08,1.473725656421711e-07,-3.201965515069656e-07,-1.1747469368540021e-07,2.4726917706238916e-08
2.1216666666666666,3.22030206467545e-07,3.652434952176346e-08,-1.7594030831125793e-07,-7.289904321462376e-08,-1.207260643606766e-07
2.123333333333333,5.626722655332782e-07,3.3098046163210945e-08,-2.0361596321388541e-07,9.083408622187413e-08,9.299805065514526e-08
2.125,4.691114396156645e-07,6.193195109882197e-08,-2.1874835304908048e-07,7.154212535802468e-08,2.6246364082965295e-07
2.1266666666666665,4.813758454553819e-07,4.859454980029513e-08,-1.4927713012117014e-07,-9.054698231116889e-08,7.20706150130883e-08
2.128333333333333,5.954298818353522e-07,4.8497547563115676e-08,-2.722612223036475e-07,-5.2838408234054074e-08,-7.99061710589767e-08
2.13,4.798095806950768e-07,1.5263412573182092e-07,-5.029720881302636e-07,1.139799359973131e-07,4.542441938022521e-08
2.1316666666666664,4.636427387876356e-07,2.1193082053025774e-07,-6.524705854467604e-07,1.847996430171158e-07,2.104802605182414e-07
2.1333333333333333,4.6329702955918764e-07,-5.539253392463094e-09,-7.022640497974146e-07,-5.53047555749306e-08,3.550848701812611e-07
2.135,5.200587923618078e-07,-3.1218944167408177e-07,-3.9661777507560096e-07,-1.0035401308403342e-07,4.0253281085904395e-07
2.1366666666666663,5.317225047220739e-07,-4.2264489210861434e-07,-3.2443716944507464e-07,1.400334731748178e-07,1.9180442224900387e-07
2.138333333333333,7.799056325860324e-07,-4.893353435112621e-07,-5.604146832455175e-07,3.869865695679289e-07,-4.999134760975364e-08
2.1399999999999997,9.706930166359006e-07,-3.189814225115355e-07,-3.462152079140741e-07,5.174185401191561e-07,2.2815743095329066e-08
2.1416666666666666,8.583209387066275e-07,-1.6274793536029343e-07,-9.964546300813621e-09,5.060853105692109e-07,-2.9502475203169267e-08
2.143333333333333,1.0226336263342358e-06,-3.632400184131048e-07,1.0092408098569199e-07,5.865059523684322e-07,-2.822913211608721e-07
2.1449999999999996,9.1953766415992e-07,-4.4838598957674935e-07,1.791296665334864e-07,4.628094215822914e-07,-6.272561517862376e-07
2.1466666666666665,5.808668524727985e-07,-3.0003036198222725e-07,1.3081785117135266e-07,2.0262866015215326e-07,-6.998487121834293e-07
2.148333333333333,5.829508336417804e-07,-2.6186502917029547e-07,4.037819154010215e-07,1.316431326745583e-07,-5.888662592592753e-07
2.15,9.372875773565203e-07,-9.247344165118818e-08,7.233725620422509e-07,3.2099508474626354e-07,-7.078747633620073e-07
2.1516666666666664,9.19429641932277e-07,-5.866481208110344e-08,3.745202448259713e-07,4.849527416490353e-07,-8.382412669865703e-07
2.1533333333333333,8.469594526896286e-07,-1.898933405948158e-07,-3.262795503325811e-07,5.230615303474915e-07,-5.754246223324206e-07
2.155,7.309582662507199e-07,-2.3733419795128912e-07,-3.953305041096748e-07,6.519068136302394e-07,-6.822219399712045e-07
2.1566666666666663,5.522802667257852e-07,-2.8602694191078583e-07,-1.9966737864250545e-10,9.244760034255249e-07,-8.151269596220566e-07
2.158333333333333,5.83470776277615e-07,-2.2102245935712752e-07,2.3512410325605084e-07,7.466037400316936e-07,-7.706189221143796e-07
2.1599999999999997,6.252915984480779e-07,-1.162203851252575e-07,1.4214734950855102e-07,1.7339452377689726e-07,-8.77754149470778e-07
2.1616666666666666,4.787604461142579e-07,1.334760904820229e-08,4.5623522442958075e-08,3.483763674055672e-08,-6.79880128775802e-07
2.163333333333333,9.809740139745579e-08,8.925472722117403e-08,-4.957919308662742e-08,1.9859443825161088e-07,-5.984376726191552e-07
2.1649999999999996,1.299053775148366e-07,-2.3786815455816488e-07,-1.4660610075027275e-07,1.5976778224802388e-07,-1.277786522399618e-06
2.1666666666666665,3.3567516998281365e-07,-3.9272431767249347e-07,-3.169746200921241e-07,-5.8868414003576856e-08,-1.462884835640943e-06
2.168333333333333,1.214080614760275e-07,-2.3822419269918076e-07,-4.1926172624962233e-07,-1.8213387925200767e-08,-1.287939801745505e-06
2.17,2.4085032010128236e-07,-3.745757528972248e-07,-5.135794830364649e-07,3.4362506430490555e-07,-1.5211932799518446e-06
2.1716666666666664,8.064892431231374e-07,-7.440349939316138e-07,-7.561748835157517e-07,4.7504977924912827e-07,-1.7656054096431436e-06
2.173333333333333,1.1385093633591034e-06,-7.868240443276276e-07,-8.570883194034842e-07,2.5993047302243446e-07,-1.306708006581999e-06
2.175,8.782368511386207e-07,-8.433037400883527e-07,-5.457298608599625e-07,2.320647934859387e-07,-6.318087160093527e-07
2.1766666666666663,1.1120851492531858e-07,-8.65285254474779e-07,-4.6394399403483676e-07,5.375144679988869e-08,-8.406906342552236e-07
2.1783333333333332,-4.6776877679889333e-07,-9.786751560363525e-07,-9.114519605371386e-07,-2.1243299097740886e-07,-1.0117964369107863e-06
2.1799999999999997,-2.2219833890377746e-07,-1.050813282246523e-06,-1.1357090722818856e-06,-5.866196832234864e-09,-3.064281015472985e-07
2.1816666666666666,4.9982527492568806e-08,-9.650157384017716e-07,-1.5322124994010598e-06,1.424088261551786e-07,-1.0523436337279058e-07
2.183333333333333,1.5475467512870038e-07,-7.241967222951879e-07,-1.6621972347623803e-06,-2.0513150821691643e-07,-5.064618816057199e-07
2.1849999999999996,7.164786213970232e-07,-7.189836451012775e-07,-1.5318799231401279e-06,-2.612289713190177e-07,-4.0000080158303213e-07
2.1866666666666665,1.1709836376818729e-06,-5.164501597748956e-07,-1.173849651761867e-06,-6.078825976076618e-08,-3.0234344512452453e-07
2.188333333333333,1.2815910968242927e-06,-1.3163666762190095e-07,-6.920301291977303e-07,8.019766527986627e-08,-2.0814156101829195e-07
2.19,1.2666836956967015e-06,1.557890535433304e-07,-1.723271533103316e-07,2.165303224975913e-07,1.585901702057509e-07
2.1916666666666664,1.2404073498278844e-06,3.1911352237232537e-07,3.081594845429857e-08,2.2966934957534886e-07,4.509828048991305e-07
2.1933333333333334,9.859870571339018e-07,2.99941128544236e-07,1.2469873694262304e-07,-2.4160045134257395e-09,7.097471876371811e-07
2.195,6.33835482698612e-07,2.5441952013685684e-07,1.8145758507272732e-07,-1.2942158316542384e-07,9.49609502199022e-07
2.1966666666666663,4.663436367598687e-07,3.73342573250854e-07,8.703742499575816e-08,-2.1071269689554866e-07,1.0612799009908838e-06
2.1983333333333333,2.880718030687887e-07,4.907188031075655e-07,2.3769847888403814e-10,-2.111946218924456e-07,1.16139529514683e-06
2.1999999999999997,1.6484653466813657e-07,4.5679433641309274e-07,-3.53641459035476e-08,-1.8057676189342113e-07,1.1385304703521954e-06
2.2016666666666667,2.1479527772025587e-07,4.3553979241930374e-07,5.9250660641612274e-08,-1.8303366939327273e-07,8.988274176978881e-07
2.203333333333333,2.6787949325400067e-07,4.4165341129996616e-07,3.3936900493202446e-08,-1.190801309300964e-07,6.819558561388987e-07
2.2049999999999996,3.139266075428217e-07,2.9277717530200137e-07,-8.89658003724576e-08,-1.368502104471828e-07,4.863441320841264e-07
2.2066666666666666,3.345033383437337e-07,1.2979314568789864e-07,-2.050903551224389e-08,-2.3748462686469155e-07,3.442749821704102e-07
2.208333333333333,2.4011772354841054e-07,4.533076979767452e-08,1.5196278604725498e-07,-2.896302823676595e-07,2.491071044822798e-07
2.21,2.397224376231407e-07,3.8709062583211876e-08,2.634478522869146e-07,-2.774484635470454e-07,2.7212726112166565e-07
2.2116666666666664,3.1590497996416577e-07,7.66457866746695e-08,2.973068885375085e-07,-2.6367572768103254e-07,2.410734075591924e-07
2.213333333333333,3.195614398012244e-07,1.0585838059370553e-07,3.144975746914928e-07,-2.5180418491551297e-07,1.8540552409514978e-07
2.215,3.950073280248839e-07,7.418483139029663e-08,2.5504261038290694e-07,-1.3353635220847396e-07,1.3797209461677613e-07
2.2166666666666663,4.357675569569514e-07,-4.443559906780278e-09,1.3309079409632308e-07,-5.948912403512535e-08,1.5324851727241865e-07
2.2183333333333333,3.0727939673846875e-07,2.1397516526263174e-08,4.7071859112994365e-08,-7.053926470037225e-08,1.5128419486535086e-07
2.2199999999999998,2.037919041184978e-07,4.764992448224787e-08,8.925413223592624e-09,-3.747416729623642e-08,1.1456760696952974e-07
2.2216666666666667,1.811955616912528e-07,3.5650595254145644e-08,-1.2238655336686384e-08,8.246892866344506e-09,1.1581555575247204e-07
2.223333333333333,1.7983312566307293e-07,5.661200188147004e-08,-1.8518953261724843e-08,4.180246081342061e-08,1.399813929094051e-07
2.2249999999999996,1.5427089095567757e-07,8.848394545210268e-08,-2.7500422756374584e-08,5.631909538282055e-08,1.3749861117085218e-07
2.2266666666666666,1.237534393273384e-07,1.0382007446794772e-07,-1.8326055875450766e-08,4.143526475210964e-08,1.2261903971549805e-07
2.228333333333333,1.1872867548136218e-07,1.1609482172562583e-07,1.078876432647492e-08,3.244884267107872e-08,1.3655101626338187e-07
2.23,1.1531068176244629e-07,1.076887344700815e-07,5.265767829939662e-08,2.4146874577574744e-08,1.5710060015727957e-07
2.2316666666666665,1.0872182205037e-07,1.0243349187062918e-07,7.928310532382608e-08,1.3872002497289462e-09,1.823274548262014e-07
2.233333333333333,9.275838567345068e-08,1.0311246089568844e-07,1.0617881611752084e-07,-3.6982671180083855e-08,2.08945885886582e-07
2.235,7.358218062435326e-08,9.758882022487335e-08,1.4656550733229682e-07,-7.786920691242577e-08,1.9032728942104753e-07
2.2366666666666664,7.996650477908826e-08,1.2320154220273485e-07,1.8209652396859494e-07,-1.2453529660517718e-07,1.8843508647578277e-07
2.2383333333333333,1.0916115560665208e-07,1.4387458189910586e-07,2.1972890139651905e-07,-1.6871941876750272e-07,2.3085280279580848e-07
2.2399999999999998,1.5827805758125754e-07,1.248378522422231e-07,2.349635119065133e-07,-2.2496498278434313e-07,3.0618604072567806e-07
2.2416666666666663,2.3805385161017372e-07,1.1728430570903818e-07,2.529463041825966e-07,-2.7493080156576325e-07,1.3449916454173313e-07
2.243333333333333,2.575519797955987e-07,7.51666084741278e-08,2.3135245714130191e-07,-3.2727987724078805e-07,-1.201253960199136e-07
2.2449999999999997,1.7313592392393338e-07,5.060081960145493e-08,1.4842185901776855e-07,-2.4037965190874823e-07,-8.203889431649362e-08
2.2466666666666666,1.82607041628089e-07,-2.1077788418107047e-09,6.126734131260149e-08,-1.126857340267661e-07,-6.73266179640436e-10
2.248333333333333,2.0791416558000696e-07,-5.2657396912174076e-08,6.697981417218361e-08,-9.273494076154491e-08,-1.4374442378027834e-08
2.25,1.5141695474662545e-07,-1.1057841009421557e-07,1.0066141568360591e-07,-9.004343423559768e-08,-9.01255322901545e-08
2.2516666666666665,3.6030129831212136e-08,-1.5407321972200782e-07,7.652185823179373e-08,-1.1105099356555685e-07,-1.8813914751670642e-07
2.253333333333333,6.87817864323836e-09,-1.7712715362420102e-07,2.0423791344064156e-08,-1.677437500984972e-07,-2.5023163399299057e-07
2.255,2.7903814242944177e-08,-2.2608530285474398e-07,7.884790032624495e-09,-1.981616872126435e-07,-3.768634272059091e-07
2.2566666666666664,2.7762849980201436e-08,-2.6709980801578604e-07,-7.423629590456971e-09,-2.163962500842191e-07,-5.962755602930926e-07
2.2583333333333333,3.4068509486772356e-08,-2.57568996690112e-07,-7.695065147387285e-08,-2.4779362148499045e-07,-6.923077449848981e-07
2.26,8.241235580482133e-08,-2.381395246619258e-07,-1.0804913248724494e-07,-2.778486991410612e-07,-7.014890435189231e-07
2.2616666666666667,1.8547767670169086e-07,-2.598169807412132e-07,-6.843983381645203e-08,-2.6227154759336985e-07,-8.189837321661668e-07
2.263333333333333,3.754588734714413e-07,-3.612255199260221e-07,-9.465420647394021e-08,-2.8868751589287396e-07,-1.0425044922861916e-06
2.2649999999999997,3.143682084248194e-07,-4.684416981217908e-07,-6.432453717707345e-08,-4.394548681829553e-07,-1.3839112014666748e-06
2.2666666666666666,-7.336694741673349e-08,-3.207004272893714e-07,1.0950763686157226e-07,-5.190397942795007e-07,-1.3591348876568053e-06
2.268333333333333,-3.109024601125031e-07,-6.987897261195399e-08,4.4999507256580286e-08,-4.77770436628779e-07,-9.514543814615088e-07
2.2699999999999996,-3.9456906304815854e-07,2.179901934714338e-08,-6.213005156254116e-08,-3.4347160028783744e-07,-6.143847394634601e-07
2.2716666666666665,-3.164700577417328e-07,5.245185453639056e-08,-7.362314582679169e-08,-2.2425474278838442e-07,-3.545802956312935e-07
2.273333333333333,-1.8851080820976872e-07,5.6376135155144277e-08,-7.064771719873113e-08,-1.3090027178442325e-07,-1.9419170159739124e-07
2.275,-9.477674596022096e-08,4.6904497892773505e-08,-5.5010904238621514e-08,-7.1683842789329e-08,-1.052693600576706e-07
2.2766666666666664,-3.8812514482641096e-08,3.5934332327751825e-08,-3.47452432657342e-08,-3.9431936447981285e-08,-5.32691730312918e-08
2.2783333333333333,-1.2371138336935785e-08,2.413809406851757e-08,-1.845263732555145e-08,-2.0716299022591773e-08,-2.746876973606094e-08
2.28,-4.2411176913990196e-10,1.5170732420642158e-08,-8.600960649998592e-09,-1.0433998410554815e-08,-1.563459070627708e-08
2.2816666666666663,3.6913489785348477e-09,9.553124267471952e-09,-3.6797500332329243e-09,-5.774277142702822e-09,-9.55490038931741e-09
2.283333333333333,4.298929065285536e-09,6.214404669670654e-09,-1.3987007643996957e-09,-3.6854260975042246e-09,-6.277707756287845e-09
2.2849999999999997,4.099685584578773e-09,4.161151581672023e-09,-6.20845933043545e-11,-2.6693623400113887e-09,-4.702668404718975e-09
2.2866666666666666,3.812331610424648e-09,2.862813816799022e-09,8.595733921145559e-10,-2.1780984360090494e-09,-4.045518802667781e-09
2.288333333333333,3.6423125972743208e-09,2.055378991132199e-09,1.4798553183142464e-09,-1.8939506181608404e-09,-3.865404771193036e-09
2.29,3.6807278267208274e-09,1.5286987482665586e-09,1.9629167792628524e-09,-1.7830920876335272e-09,-4.013997141610144e-09
2.2916666666666665,3.959744034550064e-09,1.1235960795375742e-09,2.533325713680337e-09,-1.9096712371872247e-09,-4.491654030204888e-09
2.293333333333333,4.579237523297141e-09,7.76678729287827e-10,3.2838535660828833e-09,-2.211949380140164e-09,-5.415027214531533e-09
2.295,5.668864023142875e-09,3.9443178653580457e-10,4.323191790676667e-09,-2.6649560920986474e-09,-7.095255495657605e-09
2.2966666666666664,7.456942838693686e-09,-1.5586224418014365e-10,5.983078031474139e-09,-3.5055893593341073e-09,-1.0026891150114305e-08
2.298333333333333,1.0552226085487247e-08,-1.0704247928471498e-09,8.661365105576294e-09,-5.08801736088509e-09,-1.4939249411500433e-08
2.3,1.6166525873919887e-08,-3.2923013637771566e-09,1.287972351706111e-08,-7.925763952568433e-09,-2.3856878450559513e-08
2.3016666666666663,2.5853183227428643e-08,-9.29815767808382e-09,1.866424432590479e-08,-1.3278569813503357e-08,-4.021660349209583e-08
2.3033333333333332,4.106563064677309e-08,-2.251660355050307e-08,2.4741970400183195e-08,-2.3306047837758068e-08,-6.149595388016549e-08
2.3049999999999997,5.246660983292711e-08,-5.528341911395873e-08,3.1431891090439344e-08,-3.909938187171644e-08,-6.215016246779246e-08
2.3066666666666666,1.2192010745331922e-08,-1.1882234075545698e-07,3.63768637332207e-08,-6.513207069629829e-08,1.9380061664684104e-09
2.308333333333333,-8.845545669060623e-08,-1.576652176327955e-07,5.2671005840719144e-08,-8.64966092586122e-08,1.242045941955566e-07
2.3099999999999996,-1.5295221959661703e-07,-1.510808708197329e-07,6.24126095074218e-08,-8.887064168389989e-08,2.2054650785200954e-07
2.3116666666666665,-1.9569868491391838e-07,-1.759678010973724e-07,6.919560877592277e-08,-5.7672271091284276e-08,2.4198083857901994e-07
2.313333333333333,-1.6723024335582274e-07,-1.9400034730445398e-07,3.9432612047233034e-08,-3.93835269945274e-08,2.0774549473160573e-07
2.315,-1.2536886750032255e-07,-1.8648377638277194e-07,-1.7532770958382537e-08,-7.693336838488059e-08,1.436413372700907e-07
2.3166666666666664,-1.0110419781109861e-07,-1.838633601573256e-07,5.716749393620433e-10,-8.677909598951554e-08,1.1827453312278928e-08
2.3183333333333334,-9.032327651109403e-08,-1.8584703324475318e-07,4.4835752477306744e-08,-6.827066004247922e-08,-2.8194617536897702e-08
2.32,-4.55561873111393e-08,-2.35770813022588e-07,2.0501852501356763e-08,-6.38949260728458e-08,-6.287397097148158e-08
2.3216666666666663,3.2101363053643187e-09,-3.021341233963819e-07,-6.288703572046214e-08,-5.4623591066581844e-08,-1.692570230159239e-07
2.3233333333333333,5.904093926497903e-08,-3.147783064363352e-07,-1.2953889893161385e-07,-2.7704458457996328e-08,-2.805333952421457e-07
2.3249999999999997,4.944914542137786e-08,-3.2140288416110486e-07,-1.0857487648688722e-07,-3.3689171293837155e-08,-3.968624927825056e-07
2.3266666666666667,3.416810465329653e-08,-3.007880631752373e-07,-1.6161596042595873e-07,-6.393811665422392e-08,-4.176759628710791e-07
2.328333333333333,1.6464438431459232e-08,-2.643326498159186e-07,-1.2327026764914578e-07,-4.9590501451137404e-08,-3.8274395742199066e-07
2.3299999999999996,-3.391686436068831e-08,-2.991643855864343e-07,-1.8903483385734073e-07,-1.164665349076581e-07,-3.4199113226836194e-07
2.3316666666666666,-2.114905425317066e-07,-4.290740801292132e-07,-3.089532218238755e-07,-2.4570051398997965e-07,-4.359342595231274e-07
2.333333333333333,-3.926264702292984e-07,-5.755305687956312e-07,-4.3997624014722467e-07,-3.2020796311435316e-07,-6.117313819568125e-07
2.335,-3.3878578740918626e-07,-7.218535507031813e-07,-5.931652964615021e-07,-2.486312698514452e-07,-8.623747407372202e-07
2.3366666666666664,-6.026547947065105e-08,-7.728694320287591e-07,-8.051285232661648e-07,-6.46851775559219e-08,-1.0594646597345734e-06
2.338333333333333,1.877854641267211e-07,-6.200577881014098e-07,-7.421629132491052e-07,3.4207130190686464e-08,-8.606672752743017e-07
2.34,2.9536458510088864e-07,-4.182147693584544e-07,-5.56910343534242e-07,4.993222852705518e-08,-5.211838156317854e-07
2.3416666666666663,3.0537321317309076e-07,-2.7970539019743397e-07,-4.0979425141494025e-07,6.70985034422836e-08,-3.8899413353578693e-07
2.3433333333333333,2.8196904837921794e-07,-1.7586806730886712e-07,-2.949550915821142e-07,1.0816642197908504e-07,-3.5544387466759175e-07
2.3449999999999998,2.5886229789338126e-07,-5.7209013566857544e-08,-2.187690988714504e-07,1.0136827747640101e-07,-2.9944298105410984e-07
2.3466666666666667,1.8093782678155654e-07,2.8336204340495845e-08,-1.4103593611846394e-07,3.6202812152196425e-08,-2.331465872340449e-07
2.348333333333333,1.1205464717391937e-07,5.780322834859156e-08,-1.2722834944743862e-07,-3.823029491072051e-08,-1.7459631150440749e-07
2.3499999999999996,7.183440890203109e-08,4.297691778041438e-08,-1.3830378513403791e-07,-1.0094865093453696e-07,-1.0965209389340354e-07
