	LD1	LD2	LD3	label	name	date
59	-0.6759678497864212	-2.114897917329911	0.005050618238047825	Pflanze	Pflanze	2022_02_17
60	0.2562604228673732	0.21590730999293242	2.8613695186140116	Raum	Raum	2022_01_10
61	-25.900372409227085	-9.969353346062933	-0.5049350884960889	Knospe	Knospe	2022_03_01
62	0.4712298501362238	-0.4009353096430619	-0.019558883530206128	Pflanze	Pflanze	2022_02_14
63	-0.5158316895290694	0.386155165805797	3.2707051049086777	Raum	Raum	2022_02_23
64	2.92893886463757	-1.3147876687313946	1.1468873759491107	Raum	Raum	2022_02_02
65	-1.102122563489626	4.2062765710573835	-3.584253319051571	Bluete	Bluete	2022_02_22
66	-0.911141008450777	4.094781388251162	0.7629103255581249	Knolle	Knolle	2022_02_16
67	4.7256441537209595	-6.2463238467373	-2.509023529301872	Erde	Erde	2022_01_24
68	0.1512583578367322	0.33837922327739833	3.7094571583702756	Raum	Raum	2022_01_06
69	5.1010284587728725	-6.911919897990665	-4.380150584190403	Erde	Erde	2022_01_24
70	2.4706687449639917	-0.5750896808304875	-0.846189853292912	Pflanze	Pflanze	2022_02_16
71	-0.2061617407250039	2.617237929387531	1.2298766041047031	Knolle	Knolle	2022_02_17
72	-0.46206778738753396	3.325908046431661	1.5980399879151237	Knolle	Knolle	2022_02_07
73	0.3302589829228681	1.1379605690581942	2.9762954122998915	Raum	Raum	2022_02_22
74	3.01745311825807	0.3445081935818926	-0.8366690733914462	Pflanze	Pflanze	2022_05_24
75	0.6778563657203821	0.45351217581708186	2.300578140612178	Raum	Raum	2022_02_16
76	0.07622903581956937	-1.5242201341319905	-0.4896646787634873	Pflanze	Pflanze	2022_02_07
77	0.10870197551297796	0.0667006230575578	4.414459147033231	Raum	Raum	2022_05_24
78	-1.5378098028269593	4.055454826790204	-2.7009276348645144	Bluete	Bluete	2022_02_16
79	-0.06629142330481447	0.4060038302726678	1.7884319953244021	Pflanze	Pflanze	2022_02_21
